Volcano Number,Volcano Name,Eruption Number,Eruption Category,Area of Activity,VEI,VEI Modifier,Start Year Modifier,Start Year,Start Year Uncertainty,Start Month,Start Day Modifier,Start Day,Start Day Uncertainty,Evidence Method (dating),End Year Modifier,End Year,End Year Uncertainty,End Month,End Day Modifier,End Day,End Day Uncertainty,Latitude,Longitude
357120,Villarrica,21017,Confirmed Eruption,,2,?,,1708,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21018,Confirmed Eruption,,2,?,,1705,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358030,Huequi,22115,Confirmed Eruption,,2,,,1695,50,,,,,Tephrochronology,,,,,,,,-42.377,-72.578
357120,Villarrica,12107,Confirmed Eruption,,1,,?,1688,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
357120,Villarrica,21019,Confirmed Eruption,,2,?,,1682,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21020,Confirmed Eruption,,2,?,,1675,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21021,Confirmed Eruption,,2,?,,1672,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21022,Confirmed Eruption,,2,?,,1669,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357040,Planchon-Peteroa,11928,Confirmed Eruption,Peteroa,3,^,,1660,,0,,0,,Historical Observations,,,,,,,,-35.223,-70.568
357120,Villarrica,12106,Confirmed Eruption,,1,?,,1657,,3,,15,,Historical Observations,,,,,,,,-39.42,-71.93
357070,"Chillan, Nevados de",11967,Confirmed Eruption,Volcán Viejo,3,?,,1650,50,0,,0,,Historical Observations,,,,,,,,-36.868,-71.378
358040,Michinmahuida,12175,Uncertain Eruption,,,,,1650,50,0,,0,,,,,,,,,,-42.799,-72.445
357120,Villarrica,12105,Confirmed Eruption,,1,?,,1647,,5,,13,,Historical Observations,,,,,,,,-39.42,-71.93
357120,Villarrica,21023,Confirmed Eruption,,2,?,,1645,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358010,Osorno,12228,Confirmed Eruption,,2,,,1644,,0,,0,,Historical Observations,,,,,,,,-41.105,-72.496
357120,Villarrica,21024,Confirmed Eruption,,2,?,,1642,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,12104,Uncertain Eruption,,,,,1640,,2,,3,,,,,,,,,,-39.42,-71.93
357110,Llaima,12023,Confirmed Eruption,,4,,,1640,,2,,0,,Historical Observations,,,,,,,,-38.692,-71.729
358010,Osorno,12227,Confirmed Eruption,,2,,,1640,,0,,0,,Historical Observations,,,,,,,,-41.105,-72.496
358041,Chaiten,20852,Confirmed Eruption,,4,?,,1640,18,,,,,Radiocarbon (corrected),,,,,,,,-42.833,-72.646
357120,Villarrica,21025,Confirmed Eruption,,2,?,,1638,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21026,Confirmed Eruption,,2,?,,1632,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21027,Confirmed Eruption,,2,?,,1625,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21028,Confirmed Eruption,,2,?,,1617,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21029,Confirmed Eruption,,2,?,,1612,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21030,Confirmed Eruption,,2,?,,1610,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21031,Confirmed Eruption,,2,?,,1604,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358020,Calbuco,12249,Confirmed Eruption,,,,,1600,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357120,Villarrica,21032,Confirmed Eruption,,2,?,,1600,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,12103,Confirmed Eruption,,2,,,1594,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
357120,Villarrica,21033,Confirmed Eruption,,2,?,,1584,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21034,Confirmed Eruption,,2,?,,1582,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21035,Confirmed Eruption,,2,?,,1579,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358010,Osorno,12226,Confirmed Eruption,,2,,,1575,,0,,0,,Historical Observations,,,,,,,,-41.105,-72.496
357120,Villarrica,12102,Discredited Eruption,,,,,1575,,0,,0,,,,,,,,,,-39.42,-71.93
357120,Villarrica,21036,Confirmed Eruption,,2,?,,1564,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,12101,Confirmed Eruption,,2,,,1562,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
358056,Maca,20940,Confirmed Eruption,SW flank (Bahía Pérez),,,,1560,110,,,,,Radiocarbon (corrected),,,,,,,,-45.1,-73.17
357120,Villarrica,12100,Confirmed Eruption,,2,,,1558,,0,,0,,Historical Observations,,,,,,,,-39.42,-71.93
357120,Villarrica,21037,Confirmed Eruption,,2,?,,1553,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358040,Michinmahuida,20857,Confirmed Eruption,,,,,1550,100,,,,,Radiocarbon (corrected),,,,,,,,-42.799,-72.445
357120,Villarrica,21038,Confirmed Eruption,,2,?,,1543,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21039,Confirmed Eruption,,2,?,,1539,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21040,Confirmed Eruption,,2,?,,1538,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21041,Confirmed Eruption,,2,?,,1537,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21042,Confirmed Eruption,,2,?,,1526,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21043,Confirmed Eruption,,2,?,,1523,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21044,Confirmed Eruption,,2,?,,1521,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21045,Confirmed Eruption,,2,?,,1516,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21046,Confirmed Eruption,,2,?,,1515,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21047,Confirmed Eruption,,2,?,,1509,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21048,Confirmed Eruption,,2,?,,1503,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21049,Confirmed Eruption,,2,?,,1497,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21050,Confirmed Eruption,,2,?,,1494,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21051,Confirmed Eruption,,2,?,,1492,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21052,Confirmed Eruption,,2,?,,1483,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21053,Confirmed Eruption,,2,?,,1479,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21054,Confirmed Eruption,,2,?,,1474,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21055,Confirmed Eruption,,2,?,,1471,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21056,Confirmed Eruption,,2,?,,1466,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21057,Confirmed Eruption,,2,?,,1463,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21058,Confirmed Eruption,,2,?,,1454,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21059,Confirmed Eruption,,2,?,,1448,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21060,Confirmed Eruption,,2,?,,1433,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21061,Confirmed Eruption,,2,?,,1417,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21062,Confirmed Eruption,,2,?,,1413,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21063,Confirmed Eruption,,2,?,,1410,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21064,Confirmed Eruption,,2,?,,1404,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21065,Confirmed Eruption,,2,?,,1392,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21066,Confirmed Eruption,,2,?,,1388,,,,,,Varve Count,,,,,,,,-39.42,-71.93
357120,Villarrica,21067,Confirmed Eruption,,2,?,,1384,,,,,,Varve Count,,,,,,,,-39.42,-71.93
358020,Calbuco,12248,Confirmed Eruption,,,,,1380,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
358010,Osorno,12225,Confirmed Eruption,,,,,1310,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
357111,Sollipulli,12018,Confirmed Eruption,"North flank (Redondo, Chufquén)",,,,1240,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-38.97,-71.52
358010,Osorno,12224,Confirmed Eruption,,,,,1220,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
357150,Puyehue-Cordon Caulle,12206,Confirmed Eruption,,,,,1220,150,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
357150,Puyehue-Cordon Caulle,12205,Confirmed Eruption,,,,,1140,100,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358022,Yate,20851,Confirmed Eruption,SE flank,,,,1090,60,,,,,Radiocarbon (corrected),,,,,,,,-41.755,-72.396
358010,Osorno,12223,Confirmed Eruption,,,,,910,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
357040,Planchon-Peteroa,11927,Confirmed Eruption,,3,,,900,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-35.223,-70.568
358057,"Hudson, Cerro",12295,Confirmed Eruption,,,,,860,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
357150,Puyehue-Cordon Caulle,12204,Confirmed Eruption,Puyehue,5,,,860,75,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358020,Calbuco,20876,Confirmed Eruption,,4,,,710,60,,,,,Radiocarbon (corrected),,,,,,,,-41.33,-72.618
358040,Michinmahuida,20856,Confirmed Eruption,,,,,700,100,,,,,Radiocarbon (corrected),,,,,,,,-42.799,-72.445
358020,Calbuco,12247,Confirmed Eruption,,,,,520,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357150,Puyehue-Cordon Caulle,12203,Confirmed Eruption,,,,,500,100,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358010,Osorno,12222,Confirmed Eruption,,4,?,,420,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
358056,Maca,12282,Confirmed Eruption,,,,,410,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.1,-73.17
358057,"Hudson, Cerro",12294,Confirmed Eruption,,,,,390,150,0,,0,,Radiocarbon (corrected),,,,,,,,-45.9,-72.97
358023,Hornopiren,20849,Confirmed Eruption,,,,,340,200,,,,,Radiocarbon (corrected),,,,,,,,-41.874,-72.431
357120,Villarrica,12099,Confirmed Eruption,,,,?,330,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
357121,Quetrupillan,22349,Confirmed Eruption,,3,?,,255,48,,,,,Radiocarbon (corrected),,,,,,,,-39.496,-71.722
358020,Calbuco,12246,Confirmed Eruption,,,,,220,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
358052,Melimoyu,12279,Confirmed Eruption,,,,,200,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-44.08,-72.88
358020,Calbuco,20875,Confirmed Eruption,,4,+,,160,135,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
357150,Puyehue-Cordon Caulle,12202,Confirmed Eruption,Puyehue?,,,,140,300,0,,0,,Tephrochronology,,,,,,,,-40.59,-72.117
357150,Puyehue-Cordon Caulle,12201,Confirmed Eruption,,,,,110,200,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
357120,Villarrica,12098,Confirmed Eruption,,0,,?,110,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358020,Calbuco,12245,Confirmed Eruption,,,,,40,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357121,Quetrupillan,22350,Confirmed Eruption,,4,,,35,35,,,,,Radiocarbon (corrected),,,,,,,,-39.496,-71.722
357061,"Maule, Laguna del",22165,Confirmed Eruption,,0,,<,-50,,,,,,Uranium-series,,,,,,,,-36.058,-70.492
358070,"Burney, Monte",12328,Confirmed Eruption,,,,,-90,100,0,,0,,Radiocarbon (corrected),,,,,,,,-52.33,-73.4
358020,Calbuco,12244,Confirmed Eruption,,,,,-100,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
358057,"Hudson, Cerro",12293,Confirmed Eruption,,,,,-120,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
358012,Cayutue-La Vigueria,12219,Confirmed Eruption,La Viguería,,,?,-190,190,0,,0,,Radiocarbon (corrected),,,,,,,,-41.3,-72.27
358010,Osorno,12221,Confirmed Eruption,,,,,-210,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
357153,Antillanca Volcanic Complex,12191,Confirmed Eruption,Casablanca (Raihuén crater),5,,,-230,200,0,,0,,Radiocarbon (corrected),,,,,,,,-40.783,-72.15
357061,"Maule, Laguna del",22164,Confirmed Eruption,,0,,,-250,,,,,,Ar/Ar,,,,,,,,-36.058,-70.492
355011,Taapaca,11809,Confirmed Eruption,,,,,-320,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
357070,"Chillan, Nevados de",11966,Confirmed Eruption,Volcán Viejo,,,,-320,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-36.868,-71.378
358020,Calbuco,12243,Confirmed Eruption,,,,,-330,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357150,Puyehue-Cordon Caulle,12200,Confirmed Eruption,,,,,-490,300,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358024,Apagado,20850,Confirmed Eruption,,4,,,-590,175,,,,,Radiocarbon (corrected),,,,,,,,-41.88,-72.58
357120,Villarrica,12097,Confirmed Eruption,,4,,?,-670,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358057,"Hudson, Cerro",12292,Confirmed Eruption,,,,,-790,75,0,,0,,Radiocarbon (corrected),,,,,,,,-45.9,-72.97
358070,"Burney, Monte",12327,Confirmed Eruption,,,,,-800,500,0,,0,,Tephrochronology,,,,,,,,-52.33,-73.4
358052,Melimoyu,12278,Confirmed Eruption,,,,,-820,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-44.08,-72.88
357111,Sollipulli,12017,Confirmed Eruption,SW caldera rim (Alpehué crater),5,+,,-920,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-38.97,-71.52
357153,Antillanca Volcanic Complex,12190,Confirmed Eruption,,5,,,-960,150,0,,0,,Radiocarbon (corrected),,,,,,,,-40.783,-72.15
357150,Puyehue-Cordon Caulle,12199,Confirmed Eruption,,,,,-990,500,0,,0,,Tephrochronology,,,,,,,,-40.59,-72.117
357120,Villarrica,12096,Confirmed Eruption,,,,?,-1080,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
357120,Villarrica,21091,Confirmed Eruption,,4,,,-1230,40,,,,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358062,Aguilera,12308,Confirmed Eruption,,5,,,-1250,150,0,,0,,Radiocarbon (corrected),,,,,,,,-50.33,-73.75
357150,Puyehue-Cordon Caulle,12198,Confirmed Eruption,,,,,-1490,150,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
357070,"Chillan, Nevados de",11965,Confirmed Eruption,Volcán Viejo,,,,-1510,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-36.868,-71.378
357061,"Maule, Laguna del",22163,Confirmed Eruption,,0,,,-1550,,,,,,Ar/Ar,,,,,,,,-36.058,-70.492
355011,Taapaca,11808,Confirmed Eruption,,,,,-1580,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
358010,Osorno,12220,Confirmed Eruption,,,,,-1710,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.105,-72.496
357120,Villarrica,12095,Confirmed Eruption,,5,,,-1810,200,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358063,Reclus,12309,Confirmed Eruption,,,,>,-1830,,0,,0,,Tephrochronology,,,,,,,,-50.964,-73.585
355011,Taapaca,11807,Confirmed Eruption,,,,,-1860,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
358057,"Hudson, Cerro",12291,Confirmed Eruption,,6,,?,-1890,,0,,0,,Radiocarbon (corrected),,,,,,,,-45.9,-72.97
358020,Calbuco,12242,Confirmed Eruption,,,,,-1920,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357120,Villarrica,12094,Confirmed Eruption,,0,,,-1980,150,0,,0,,Tephrochronology,,,,,,,,-39.42,-71.93
357120,Villarrica,12093,Confirmed Eruption,,,,?,-2140,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
357120,Villarrica,12092,Confirmed Eruption,,,,?,-2240,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358057,"Hudson, Cerro",12290,Confirmed Eruption,,,,<,-2250,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
358070,"Burney, Monte",12326,Confirmed Eruption,,5,,,-2320,100,0,,0,,Radiocarbon (corrected),,,,,,,,-52.33,-73.4
355011,Taapaca,11806,Confirmed Eruption,,,,,-2400,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
358062,Aguilera,12307,Confirmed Eruption,,,,?,-2610,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-50.33,-73.75
355011,Taapaca,11805,Confirmed Eruption,,,,,-2950,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
357120,Villarrica,12091,Confirmed Eruption,,0,,,-2990,500,0,,0,,Tephrochronology,,,,,,,,-39.42,-71.93
358041,Chaiten,20853,Confirmed Eruption,,5,,,-3100,220,,,,,Radiocarbon (corrected),,,,,,,,-42.833,-72.646
357150,Puyehue-Cordon Caulle,12197,Confirmed Eruption,Puyehue,,,,-3250,2400,0,,0,,Ar/Ar,,,,,,,,-40.59,-72.117
357070,"Chillan, Nevados de",11964,Confirmed Eruption,Volcán Viejo,,,,-3660,500,0,,0,,Radiocarbon (uncorrected),,,,,,,,-36.868,-71.378
358023,Hornopiren,20848,Confirmed Eruption,,4,,,-3720,175,,,,,Radiocarbon (corrected),,,,,,,,-41.874,-72.431
357120,Villarrica,12090,Confirmed Eruption,,,,?,-3730,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358070,"Burney, Monte",12325,Confirmed Eruption,,,,,-3740,10,0,,0,,Radiocarbon (corrected),,,,,,,,-52.33,-73.4
358057,"Hudson, Cerro",12289,Confirmed Eruption,,,,,-3890,500,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
357093,Tolhuaca,22169,Confirmed Eruption,Pemehue,0,,>,-4000,,,,,,Uncertain,,,,,,,,-38.31,-71.645
357150,Puyehue-Cordon Caulle,12196,Confirmed Eruption,,,,,-4230,200,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358020,Calbuco,12241,Confirmed Eruption,,,,,-4300,150,0,,0,,Radiocarbon (uncorrected),,,,,,,,-41.33,-72.618
357150,Puyehue-Cordon Caulle,12195,Confirmed Eruption,Puyehue,,,,-4450,900,0,,0,,Ar/Ar,,,,,,,,-40.59,-72.117
357061,"Maule, Laguna del",22162,Confirmed Eruption,,0,,,-4450,,,,,,Ar/Ar,,,,,,,,-36.058,-70.492
357150,Puyehue-Cordon Caulle,12194,Confirmed Eruption,,,,?,-4460,,0,,0,,Tephrochronology,,,,,,,,-40.59,-72.117
355011,Taapaca,11804,Confirmed Eruption,,,,,-4620,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
357150,Puyehue-Cordon Caulle,12193,Confirmed Eruption,,,,,-4690,200,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
358057,"Hudson, Cerro",12288,Confirmed Eruption,,6,,?,-4750,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
357093,Tolhuaca,22168,Confirmed Eruption,,3,,,-4885,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
357063,"Longavi, Nevado de",11949,Confirmed Eruption,,,,,-4890,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-36.193,-71.161
358050,Corcovado,12303,Confirmed Eruption,,,,,-4920,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-43.189,-72.794
358057,"Hudson, Cerro",12284,Confirmed Eruption,,,,,-4960,150,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
358054,Mentolat,12280,Confirmed Eruption,,,,,-5010,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-44.7,-73.08
358020,Calbuco,20874,Confirmed Eruption,,4,+,,-5030,180,,,,,Radiocarbon (corrected),,,,,,,,-41.33,-72.618
357112,Caburgua-Huelemolle,12019,Confirmed Eruption,Huelemolle and Caburgua cones,,,,-5050,1000,0,,0,,Tephrochronology,,,,,,,,-39.25,-71.75
357040,Planchon-Peteroa,11926,Confirmed Eruption,,3,,,-5080,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-35.223,-70.568
357150,Puyehue-Cordon Caulle,12192,Confirmed Eruption,Puyehue,5,,,-5080,150,0,,0,,Radiocarbon (corrected),,,,,,,,-40.59,-72.117
355100,Lascar,11846,Confirmed Eruption,Eastern crater,0,,,-5150,1250,0,,0,,Surface Exposure,,,,,,,,-23.37,-67.73
357110,Llaima,12022,Confirmed Eruption,,,,,-5290,180,0,,0,,Radiocarbon (uncorrected),,,,,,,,-38.692,-71.729
357093,Tolhuaca,22167,Confirmed Eruption,,3,,,-5371,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
355011,Taapaca,11803,Confirmed Eruption,,,,,-5490,50,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
358040,Michinmahuida,12272,Confirmed Eruption,,,,,-5500,150,0,,0,,Radiocarbon (corrected),,,,,,,,-42.799,-72.445
358020,Calbuco,12240,Confirmed Eruption,,4,,,-5820,880,0,,0,,Tephrochronology,,,,,,,,-41.33,-72.618
357093,Tolhuaca,22166,Confirmed Eruption,,3,,,-5857,243,,,,,Uncertain,,,,,,,,-38.31,-71.645
358050,Corcovado,12302,Confirmed Eruption,,,,,-6030,100,0,,0,,Radiocarbon (uncorrected),,,,,,,,-43.189,-72.794
358020,Calbuco,20865,Confirmed Eruption,,,,,-6300,1035,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358050,Corcovado,12301,Confirmed Eruption,,,,,-6640,770,0,,0,,Tephrochronology,,,,,,,,-43.189,-72.794
358049,Yanteles,12276,Confirmed Eruption,,,,?,-6650,,0,,0,,Tephrochronology,,,,,,,,-43.469,-72.782
358041,Chaiten,20854,Confirmed Eruption,,,,,-6650,1300,,,,,Tephrochronology,,,,,,,,-42.833,-72.646
357120,Villarrica,12089,Confirmed Eruption,,4,P,?,-6690,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-39.42,-71.93
358020,Calbuco,12239,Confirmed Eruption,,5,,,-6760,825,0,,0,,Tephrochronology,,,,,,,,-41.33,-72.618
357110,Llaima,12021,Confirmed Eruption,,5,,,-6880,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-38.692,-71.729
357070,"Chillan, Nevados de",11963,Confirmed Eruption,Volcán Viejo,,,,-6890,500,0,,0,,Radiocarbon (uncorrected),,,,,,,,-36.868,-71.378
358049,Yanteles,12275,Confirmed Eruption,,,,,-7240,150,0,,0,,Radiocarbon (uncorrected),,,,,,,,-43.469,-72.782
355100,Lascar,11845,Confirmed Eruption,Lascar II (Tumbres scoria flow),,,?,-7250,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-23.37,-67.73
358070,"Burney, Monte",12324,Confirmed Eruption,,,,,-7390,200,0,,0,,Tephrochronology,,,,,,,,-52.33,-73.4
357110,Llaima,12020,Confirmed Eruption,,,,,-7410,300,0,,0,,Radiocarbon (uncorrected),,,,,,,,-38.692,-71.729
358070,"Burney, Monte",12323,Confirmed Eruption,,5,,,-7450,500,0,,0,,Radiocarbon (corrected),,,,,,,,-52.33,-73.4
357120,Villarrica,12088,Confirmed Eruption,,0,,,-7520,900,0,,0,,Tephrochronology,,,,,,,,-39.42,-71.93
358020,Calbuco,20864,Confirmed Eruption,,4,,,-7550,45,,,,,Radiocarbon (corrected),,,,,,,,-41.33,-72.618
358041,Chaiten,12270,Confirmed Eruption,,5,,,-7750,200,0,,0,,Radiocarbon (corrected),,,,,,,,-42.833,-72.646
357080,Antuco,11994,Confirmed Eruption,,,,?,-7750,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-37.406,-71.349
355011,Taapaca,11802,Confirmed Eruption,,,,,-7900,75,0,,0,,Radiocarbon (uncorrected),,,,,,,,-18.1,-69.5
358020,Calbuco,20863,Confirmed Eruption,,,,,-7930,275,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358020,Calbuco,20862,Confirmed Eruption,,,,,-7990,290,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358057,"Hudson, Cerro",12283,Confirmed Eruption,,,,?,-8010,,0,,0,,Radiocarbon (uncorrected),,,,,,,,-45.9,-72.97
358020,Calbuco,20861,Confirmed Eruption,,,,,-8100,1300,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358020,Calbuco,20860,Confirmed Eruption,,,,,-8210,290,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358020,Calbuco,20859,Confirmed Eruption,,,,,-8320,250,,,,,Tephrochronology,,,,,,,,-41.33,-72.618
358040,Michinmahuida,20855,Confirmed Eruption,,6,,,-8400,150,,,,,Radiocarbon (corrected),,,,,,,,-42.799,-72.445
358020,Calbuco,20858,Confirmed Eruption,,5,,,-8460,155,,,,,Radiocarbon (corrected),,,,,,,,-41.33,-72.618
357121,Quetrupillan,22351,Confirmed Eruption,,3,,,-10658,29,,,,,Radiocarbon (corrected),,,,,,,,-39.496,-71.722
357121,Quetrupillan,22352,Confirmed Eruption,,3,,,-11345,932,,,,,Radiocarbon (corrected),,,,,,,,-39.496,-71.722